"popularity","genre","intercept","time_signature3","time_signature5","time_signature1","explicitTrue","duration_ms","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
0,"dance",1,0,0,0,0,179397,0.716,0.709,-4.683,0.0529,0.0749,0.00261,0.182,0.434,100.059
0,"dance",1,0,0,0,1,167179,0.669,0.893,-3.319,0.0372,0.0736,0,0.14,0.314,89.996
0,"dance",1,0,0,0,0,179397,0.716,0.709,-4.683,0.0529,0.0749,0.00261,0.182,0.434,100.059
0,"dance",1,0,0,0,0,154983,0.724,0.744,-4.757,0.0398,0.00219,4.49e-06,0.116,0.645,119.978
0,"dance",1,0,0,0,0,179397,0.716,0.709,-4.683,0.0529,0.0749,0.00261,0.182,0.434,100.059
0,"dance",1,0,0,0,0,178994,0.652,0.383,-7.076,0.0516,0.0676,0,0.0828,0.549,145.765
0,"dance",1,0,0,0,0,214289,0.687,0.792,-2.749,0.0452,0.191,0,0.167,0.671,100.011
0,"dance",1,0,0,0,0,159862,0.743,0.837,-5.025,0.0649,0.0172,0,0.0743,0.263,103.072
1,"dance",1,0,0,0,0,204235,0.714,0.6,-7.643,0.0644,0.392,7.46e-06,0.292,0.506,105.109
0,"dance",1,0,0,0,0,184104,0.776,0.808,-4.501,0.117,0.0297,0.000127,0.103,0.494,123.988
0,"dance",1,0,0,0,0,184104,0.776,0.808,-4.501,0.117,0.0297,0.000127,0.103,0.494,123.988
3,"dance",1,0,0,0,1,202620,0.626,0.88,-2.384,0.0504,0.205,0,0.128,0.534,95.079
0,"dance",1,0,0,0,0,214289,0.687,0.792,-2.749,0.0452,0.191,0,0.167,0.671,100.011
69,"dance",1,0,0,0,0,154151,0.801,0.764,-5.112,0.0986,0.109,1.62e-05,0.247,0.578,89.999
5,"dance",1,0,0,0,0,214289,0.687,0.792,-2.749,0.0452,0.191,0,0.167,0.671,100.011
1,"dance",1,0,0,0,0,214289,0.687,0.792,-2.749,0.0452,0.191,0,0.167,0.671,100.011
1,"dance",1,0,0,0,0,214289,0.687,0.792,-2.749,0.0452,0.191,0,0.167,0.671,100.011
1,"dance",1,0,0,0,0,214289,0.687,0.792,-2.749,0.0452,0.191,0,0.167,0.671,100.011
0,"dance",1,0,0,0,0,187787,0.462,0.659,-6.077,0.114,0.00282,0,0.273,0.358,186.149
0,"dance",1,0,0,0,0,172266,0.605,0.713,-5.865,0.0381,0.0203,0,0.548,0.603,147.166
0,"dance",1,0,0,0,0,190960,0.759,0.54,-6.039,0.0287,0.037,0,0.0945,0.75,116.947
0,"dance",1,0,0,0,0,172266,0.605,0.713,-5.865,0.0381,0.0203,0,0.548,0.603,147.166
0,"dance",1,0,0,0,0,164640,0.641,0.783,-6.586,0.0999,0.0467,0,0.0634,0.558,153.97
5,"dance",1,0,0,0,0,187973,0.443,0.82,-4.091,0.34,0.107,0,0.107,0.771,82.697
0,"dance",1,0,0,0,0,172266,0.605,0.713,-5.865,0.0381,0.0203,0,0.548,0.603,147.166
2,"dance",1,0,0,0,0,199440,0.866,0.811,-4.063,0.0553,0.375,0,0.078,0.969,121.995
0,"dance",1,0,0,0,0,148571,0.751,0.808,-6.237,0.0665,0.00112,0.0994,0.156,0.508,125.983
1,"dance",1,0,0,0,0,206879,0.736,0.74,-6.662,0.0912,0.0174,0,0.0481,0.737,74.99
0,"dance",1,0,0,0,0,190800,0.69,0.809,-4.198,0.0603,0.524,0,0.147,0.864,123.912
0,"dance",1,0,0,0,0,187973,0.443,0.82,-4.091,0.34,0.107,0,0.107,0.771,82.697
0,"dance",1,0,0,0,0,211360,0.622,0.711,-7.321,0.0665,0.0573,0,0.13,0.487,140.016
0,"dance",1,0,0,0,0,191868,0.682,0.711,-6.956,0.0534,0.105,1.83e-06,0.21,0.597,91.033
2,"dance",1,0,0,0,0,190960,0.759,0.54,-6.039,0.0287,0.037,0,0.0945,0.75,116.947
0,"dance",1,0,0,0,0,187973,0.443,0.82,-4.091,0.34,0.107,0,0.107,0.771,82.697
2,"dance",1,0,0,0,0,190960,0.759,0.54,-6.039,0.0287,0.037,0,0.0945,0.75,116.947
0,"dance",1,0,0,0,0,148571,0.751,0.808,-6.237,0.0665,0.00112,0.0994,0.156,0.508,125.983
0,"dance",1,0,0,0,0,199440,0.866,0.811,-4.063,0.0553,0.375,0,0.078,0.969,121.995
60,"dance",1,0,0,0,0,177320,0.447,0.356,-11.193,0.0419,0.0958,0,0.318,0.174,121.864
81,"dance",1,0,0,0,0,181026,0.842,0.734,-5.065,0.0588,0.0427,0,0.106,0.952,137.958
80,"dance",1,0,0,0,0,232852,0.677,0.401,-8.467,0.0308,0.712,0,0.116,0.195,111.825
80,"dance",1,0,0,0,1,217946,0.836,0.544,-5.975,0.0943,0.0403,0,0.0824,0.51,97.028
75,"dance",1,0,0,0,0,204376,0.698,0.623,-7.845,0.037,0.623,0.0856,0.179,0.625,102.002
72,"dance",1,0,0,0,1,144933,0.713,0.442,-5.909,0.0604,0.739,0,0.112,0.546,108.038
76,"dance",1,1,0,0,0,180413,0.632,0.339,-7.983,0.0337,0.546,0,0.104,0.0969,141.642
71,"dance",1,0,0,0,0,204376,0.698,0.623,-7.845,0.037,0.623,0.0856,0.179,0.625,102.002
71,"dance",1,0,0,0,0,187703,0.689,0.627,-5.692,0.308,0.105,0.000321,0.0905,0.905,184.008
82,"dance",1,0,0,0,0,173306,0.516,0.467,-6.184,0.0302,0.662,0,0.0853,0.386,132.861
73,"dance",1,0,0,0,0,176561,0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007
81,"dance",1,0,0,0,0,203417,0.596,0.854,-5.114,0.463,0.0169,0,0.124,0.152,120.274
74,"dance",1,0,0,0,0,221506,0.653,0.658,-6.428,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99
74,"dance",1,0,0,0,0,195519,0.63,0.694,-6.257,0.0253,0.00281,0,0.0719,0.216,97.005
87,"dance",1,0,0,0,0,232893,0.566,0.885,-4.528,0.0818,0.0958,9.97e-05,0.334,0.304,90.99
84,"dance",1,0,0,0,0,218093,0.778,0.824,-5.892,0.0707,0.284,0,0.405,0.758,100.024
60,"dance",1,0,0,0,0,306503,0.701,0.966,-5.36,0.0568,0.063,0.0662,0.0761,0.834,132.015
82,"dance",1,0,0,0,0,172266,0.603,0.691,-5.805,0.0372,0.0248,0,0.583,0.577,147.148
0,"dance",1,0,0,0,0,179397,0.716,0.709,-4.683,0.0529,0.0749,0.00261,0.182,0.434,100.059
0,"dance",1,0,0,0,0,179397,0.716,0.709,-4.683,0.0529,0.0749,0.00261,0.182,0.434,100.059
82,"dance",1,0,0,0,0,217746,0.468,0.779,-4.839,0.0779,0.112,0.000373,0.101,0.26,173.799
0,"dance",1,0,0,0,0,179397,0.716,0.709,-4.683,0.0529,0.0749,0.00261,0.182,0.434,100.059
2,"dance",1,0,0,0,1,176566,0.562,0.565,-5.111,0.044,0.438,0,0.138,0.208,89.862
0,"dance",1,0,0,0,0,129817,0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045
0,"dance",1,0,0,0,0,186112,0.708,0.617,-4.424,0.0593,0.0204,6.81e-06,0.062,0.265,123.006
1,"dance",1,0,0,0,0,164640,0.641,0.783,-6.586,0.0999,0.0467,0,0.0634,0.558,153.97
0,"dance",1,0,0,0,0,129817,0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045
2,"dance",1,0,0,0,0,186087,0.824,0.545,-7.127,0.0699,0.0221,0.00375,0.097,0.683,149.912
78,"dance",1,0,0,0,0,210840,0.504,0.785,-4.802,0.104,0.0738,0,0.239,0.502,173.968
0,"dance",1,0,0,0,0,170498,0.784,0.552,-7.261,0.0874,0.0447,0,0.196,0.464,111.984
67,"dance",1,0,0,0,0,170562,0.727,0.69,-4.559,0.0345,0.202,3.27e-06,0.414,0.699,100.002
0,"dance",1,0,0,0,0,164818,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
0,"dance",1,0,0,0,0,164818,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
0,"dance",1,0,0,0,0,164818,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
0,"dance",1,0,0,0,0,186087,0.824,0.545,-7.127,0.0699,0.0221,0.00375,0.097,0.683,149.912
0,"dance",1,0,0,0,0,164000,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031
0,"dance",1,0,0,0,0,135678,0.798,0.725,-7.637,0.0932,0.247,0.000725,0.0851,0.773,123.957
1,"dance",1,0,0,0,0,206458,0.516,0.342,-8.985,0.0425,0.55,0,0.21,0.0993,102.819
0,"dance",1,0,0,0,0,129817,0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045
0,"dance",1,0,0,0,0,206458,0.516,0.342,-8.985,0.0425,0.55,0,0.21,0.0993,102.819
0,"dance",1,0,0,0,0,206458,0.516,0.342,-8.985,0.0425,0.55,0,0.21,0.0993,102.819
0,"dance",1,0,0,0,0,184134,0.787,0.641,-7.376,0.315,0.101,0.00534,0.07,0.437,182.003
0,"dance",1,0,0,0,0,193558,0.64,0.866,-4.105,0.0653,0.0508,0,0.0921,0.586,99.04
0,"dance",1,0,0,0,0,150333,0.552,0.618,-4.585,0.0309,0.175,0,0.117,0.402,84.26
1,"dance",1,0,0,0,0,148571,0.751,0.808,-6.237,0.0665,0.00112,0.0994,0.156,0.508,125.983
0,"dance",1,0,0,0,0,164818,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
0,"dance",1,0,0,0,0,248557,0.597,0.663,-6.745,0.0368,0.505,0.00213,0.11,0.448,93.952
0,"dance",1,0,0,0,0,191868,0.682,0.711,-6.956,0.0534,0.105,1.83e-06,0.21,0.597,91.033
0,"dance",1,0,0,0,0,207904,0.6,0.725,-4.866,0.0487,0.0933,1.87e-06,0.12,0.506,102.056
0,"dance",1,0,0,0,0,231413,0.552,0.783,-4.138,0.0504,0.00887,0.00026,0.0954,0.575,79.984
80,"dance",1,0,0,0,1,260640,0.696,0.454,-6.756,0.153,0.123,0,0.155,0.136,92.928
69,"dance",1,0,0,0,0,140041,0.555,0.648,-6.539,0.296,0.693,0.000644,0.128,0.641,195.887
80,"dance",1,0,0,0,1,186106,0.4,0.795,-3.731,0.461,0.119,0,0.159,0.702,190.097
75,"dance",1,0,0,0,0,201946,0.72,0.607,-4.168,0.0322,0.0543,0,0.113,0.828,121.223
82,"dance",1,0,0,0,1,208866,0.762,0.701,-3.541,0.0286,0.235,0.000158,0.123,0.742,110.968
78,"dance",1,0,0,0,1,202746,0.584,0.7,-4.275,0.0456,0.117,0,0.0939,0.438,124.944
77,"dance",1,0,0,0,0,172761,0.63,0.633,-7.088,0.0457,0.00776,0,0.0541,0.452,93.995
71,"dance",1,0,0,0,0,240746,0.83,0.857,-4.194,0.152,0.262,0,0.413,0.607,137.982
76,"dance",1,0,0,0,0,162586,0.576,0.736,-7.572,0.224,0.178,0,0.238,0.484,101.928
75,"dance",1,0,0,0,1,175163,0.601,0.787,-6.178,0.031,0.0492,0,0.142,0.525,134.981
92,"dance",1,0,0,0,1,170977,0.95,0.891,-2.653,0.241,0.0645,1.77e-05,0.309,0.912,133.01
76,"dance",1,0,0,0,1,216408,0.696,0.817,-3.862,0.109,0.075,0,0.187,0.782,98.064
83,"dance",1,0,0,0,0,234000,0.553,0.659,-7.295,0.0391,0.0027,0,0.105,0.105,120.146
81,"dance",1,0,0,0,1,212360,0.939,0.742,-5.171,0.0467,0.321,0,0.107,0.924,118.978
78,"dance",1,0,0,0,0,170769,0.632,0.686,-7.665,0.243,0.549,0,0.2,0.329,89.949
69,"dance",1,0,0,0,0,128364,0.753,0.662,-4.25,0.0702,0.205,3.66e-06,0.0851,0.466,94.958
80,"dance",1,0,0,0,0,203000,0.646,0.741,-4.973,0.034,0.0275,0,0.312,0.571,123.077
67,"dance",1,0,0,0,1,181385,0.562,0.729,-5.503,0.0926,0.239,1.33e-05,0.111,0.831,192.168
86,"dance",1,0,0,0,0,164818,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
87,"dance",1,0,0,0,0,151475,0.845,0.797,-4.984,0.139,0.0582,5.57e-06,0.167,0.422,121.985
79,"dance",1,0,0,0,0,202626,0.766,0.873,-6.381,0.143,0.00627,0,0.0764,0.743,126.988
67,"dance",1,0,0,0,0,136769,0.551,0.737,-5.573,0.103,0.466,2.74e-06,0.21,0.611,197.997
0,"dance",1,0,0,0,0,167858,0.744,0.725,-6.056,0.0303,0.0179,1e-05,0.212,0.902,118.035
3,"dance",1,0,0,0,0,129817,0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045
1,"dance",1,0,0,0,0,129817,0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045
74,"dance",1,0,0,0,0,230226,0.319,0.739,-5.74,0.272,0.0285,0,0.111,0.449,194.169
1,"dance",1,0,0,0,0,129817,0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045
0,"dance",1,0,0,0,0,129817,0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045
0,"dance",1,0,0,0,0,129817,0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045
1,"dance",1,0,0,0,0,129817,0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045
74,"dance",1,0,0,0,0,207904,0.601,0.724,-4.856,0.0486,0.0945,1.68e-06,0.12,0.508,102.061
73,"dance",1,0,0,0,1,212500,0.842,0.801,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881
0,"dance",1,0,0,0,0,164818,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
0,"dance",1,0,0,0,0,129817,0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045
0,"dance",1,0,0,0,0,164818,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
0,"dance",1,0,0,0,0,164000,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031
0,"dance",1,0,0,0,0,164818,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
0,"dance",1,0,0,0,0,164818,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
0,"dance",1,0,0,0,0,129817,0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045
4,"dance",1,0,0,0,0,164000,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031
1,"dance",1,0,0,0,1,140500,0.77,0.787,-3.748,0.0583,0.198,0,0.262,0.513,119.986
0,"dance",1,0,0,0,1,140500,0.77,0.787,-3.748,0.0583,0.198,0,0.262,0.513,119.986
1,"dance",1,0,0,0,0,164000,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031
0,"dance",1,0,0,0,0,168125,0.798,0.747,-3.91,0.0808,0.0284,1.9e-06,0.344,0.805,120.002
0,"dance",1,0,0,0,0,164000,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031
0,"dance",1,0,0,0,1,140500,0.77,0.787,-3.748,0.0583,0.198,0,0.262,0.513,119.986
2,"dance",1,0,0,0,0,197651,0.563,0.879,-4.735,0.0907,0.00125,1.76e-05,0.166,0.602,107.013
0,"dance",1,0,0,0,0,157720,0.735,0.842,-4.079,0.0403,0.00519,4.52e-06,0.308,0.681,123.039
0,"dance",1,0,0,0,0,147426,0.521,0.946,-2.188,0.0517,0.000439,0,0.0417,0.753,141.961
0,"dance",1,0,0,0,0,318750,0.645,0.844,-6.835,0.046,0.0118,0.873,0.0761,0.425,127.995
76,"dance",1,0,0,0,0,213706,0.603,0.615,-4.931,0.165,0.0799,6.72e-05,0.117,0.561,158.657
81,"dance",1,0,0,0,0,222160,0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962
80,"dance",1,0,0,0,1,197546,0.602,0.658,-5.934,0.0558,0.0233,6e-05,0.237,0.268,145.031
78,"dance",1,0,0,0,0,206166,0.699,0.529,-7.548,0.0487,0.0317,3.59e-05,0.285,0.121,119.987
69,"dance",1,0,0,0,1,224727,0.684,0.79,-4.871,0.0735,0.0271,0.000371,0.0854,0.549,95.083
67,"dance",1,0,0,0,0,204079,0.602,0.565,-6.498,0.0498,0.329,0,0.0622,0.609,208.038
66,"dance",1,0,0,0,0,188507,0.587,0.548,-5.846,0.0339,0.396,0,0.109,0.713,186.073
66,"dance",1,0,0,0,0,138159,0.855,0.607,-8.587,0.0422,0.2,1.84e-05,0.0723,0.943,142.002
4,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
2,"dance",1,0,0,0,0,189800,0.873,0.658,-8.031,0.108,0.00858,0.0061,0.0999,0.483,104.033
1,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
2,"dance",1,0,0,0,0,185898,0.816,0.781,-4.237,0.0425,0.692,0.00928,0.0835,0.937,99.95
59,"dance",1,0,0,0,0,190560,0.675,0.729,-4.383,0.146,0.0557,0,0.189,0.63,99.986
0,"dance",1,0,1,0,0,197933,0.488,0.572,-7.29,0.0901,0.138,0.000235,0.27,0.415,132.45
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
78,"dance",1,0,0,0,0,230240,0.573,0.739,-5.74,0.129,0.0285,0,0.111,0.451,97.085
0,"dance",1,0,1,0,1,197933,0.594,0.568,-7.268,0.0701,0.147,4.01e-05,0.339,0.407,132.348
1,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,1,195134,0.554,0.509,-9.429,0.339,0.149,1.86e-05,0.094,0.718,199.874
0,"dance",1,0,0,0,0,189800,0.873,0.658,-8.031,0.108,0.00858,0.0061,0.0999,0.483,104.033
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,159123,0.87,0.479,-7.779,0.165,0.161,0.000157,0.209,0.717,104.059
0,"dance",1,0,0,0,0,189800,0.873,0.658,-8.031,0.108,0.00858,0.0061,0.0999,0.483,104.033
3,"dance",1,0,0,0,0,206815,0.503,0.506,-7.554,0.0332,0.0989,0,0.352,0.11,89.888
1,"dance",1,0,0,0,0,189800,0.873,0.658,-8.031,0.108,0.00858,0.0061,0.0999,0.483,104.033
0,"dance",1,0,0,0,0,159123,0.87,0.479,-7.779,0.165,0.161,0.000157,0.209,0.717,104.059
1,"dance",1,0,0,0,0,206815,0.503,0.506,-7.554,0.0332,0.0989,0,0.352,0.11,89.888
0,"dance",1,0,0,0,0,159123,0.87,0.479,-7.779,0.165,0.161,0.000157,0.209,0.717,104.059
4,"dance",1,1,0,0,1,124000,0.437,0.592,-9.726,0.299,0.181,6.45e-06,0.331,0.632,75.493
3,"dance",1,0,0,0,0,60250,0.857,0.8,-8.476,0.209,0.228,0.00517,0.298,0.488,106.566
6,"dance",1,0,0,0,0,197651,0.563,0.879,-4.735,0.0907,0.00125,1.76e-05,0.166,0.602,107.013
2,"dance",1,0,0,0,0,197651,0.563,0.879,-4.735,0.0907,0.00125,1.76e-05,0.166,0.602,107.013
0,"dance",1,0,0,0,1,202446,0.845,0.854,-5.897,0.197,0.0376,1.45e-05,0.343,0.636,102.008
3,"dance",1,0,0,0,0,235615,0.548,0.728,-5.678,0.0507,0.0104,0.000126,0.146,0.337,105.961
3,"dance",1,0,0,0,0,197651,0.563,0.879,-4.735,0.0907,0.00125,1.76e-05,0.166,0.602,107.013
1,"dance",1,0,0,0,0,248743,0.651,0.758,-5.791,0.0651,0.00217,0,0.149,0.227,109.983
5,"dance",1,0,0,0,0,197651,0.563,0.879,-4.735,0.0907,0.00125,1.76e-05,0.166,0.602,107.013
0,"dance",1,0,0,0,0,235615,0.548,0.728,-5.678,0.0507,0.0104,0.000126,0.146,0.337,105.961
4,"dance",1,0,0,0,0,197651,0.563,0.879,-4.735,0.0907,0.00125,1.76e-05,0.166,0.602,107.013
0,"dance",1,0,0,0,0,197651,0.563,0.879,-4.735,0.0907,0.00125,1.76e-05,0.166,0.602,107.013
0,"dance",1,0,0,0,0,221228,0.801,0.623,-7.861,0.0982,0.107,0.00393,0.0853,0.801,104.982
58,"dance",1,0,0,0,1,197933,0.665,0.727,-6.57,0.103,0.032,1.02e-05,0.0873,0.66,101.976
80,"dance",1,0,0,0,0,184732,0.753,0.657,-3.061,0.0449,0.171,0,0.112,0.437,107.01
66,"dance",1,0,0,0,0,187703,0.689,0.627,-5.692,0.308,0.105,0.000321,0.0905,0.905,184.008
66,"dance",1,0,0,0,0,154486,0.881,0.592,-4.898,0.0324,0.619,1.32e-05,0.0901,0.719,101.058
2,"dance",1,0,0,0,0,189800,0.873,0.658,-8.031,0.108,0.00858,0.0061,0.0999,0.483,104.033
1,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
76,"dance",1,0,0,0,0,170746,0.724,0.491,-6.024,0.0296,0.018,1.29e-05,0.0887,0.383,105.046
1,"dance",1,0,1,0,0,197933,0.488,0.572,-7.29,0.0901,0.138,0.000235,0.27,0.415,132.45
0,"dance",1,0,1,0,1,197933,0.594,0.568,-7.268,0.0701,0.147,4.01e-05,0.339,0.407,132.348
0,"dance",1,0,0,0,0,159123,0.87,0.479,-7.779,0.165,0.161,0.000157,0.209,0.717,104.059
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,178057,0.528,0.823,-5.294,0.0407,0.0202,0,0.217,0.686,125.992
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,1,195134,0.554,0.509,-9.429,0.339,0.149,1.86e-05,0.094,0.718,199.874
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,159123,0.87,0.479,-7.779,0.165,0.161,0.000157,0.209,0.717,104.059
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,159123,0.87,0.479,-7.779,0.165,0.161,0.000157,0.209,0.717,104.059
5,"dance",1,0,0,0,1,181672,0.663,0.857,-4.844,0.0429,0.00163,0,0.0456,0.294,133.994
0,"dance",1,0,0,0,0,159123,0.87,0.479,-7.779,0.165,0.161,0.000157,0.209,0.717,104.059
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,172342,0.795,0.565,-4.457,0.0948,0.131,0,0.0802,0.55,87.925
0,"dance",1,0,0,0,0,178057,0.528,0.823,-5.294,0.0407,0.0202,0,0.217,0.686,125.992
1,"dance",1,0,0,0,0,178057,0.528,0.823,-5.294,0.0407,0.0202,0,0.217,0.686,125.992
0,"dance",1,0,0,0,0,189800,0.873,0.658,-8.031,0.108,0.00858,0.0061,0.0999,0.483,104.033
0,"dance",1,0,0,0,0,178057,0.528,0.823,-5.294,0.0407,0.0202,0,0.217,0.686,125.992
0,"dance",1,0,0,0,0,159123,0.87,0.479,-7.779,0.165,0.161,0.000157,0.209,0.717,104.059
0,"dance",1,0,0,0,0,159123,0.87,0.479,-7.779,0.165,0.161,0.000157,0.209,0.717,104.059
0,"dance",1,0,0,0,0,277261,0.592,0.873,-5.65,0.0275,0.0723,0.00986,0.142,0.515,122.015
4,"dance",1,1,0,0,1,124000,0.437,0.592,-9.726,0.299,0.181,6.45e-06,0.331,0.632,75.493
0,"dance",1,0,0,0,0,157202,0.802,0.645,-6.181,0.0714,0.272,0,0.119,0.376,100.001
3,"dance",1,0,0,0,0,107750,0.781,0.728,-7.612,0.1,0.179,0.000206,0.73,0.363,103.27
1,"dance",1,0,0,0,0,246813,0.524,0.807,-4.16,0.0579,0.00415,0.000834,0.212,0.62,124.127
0,"dance",1,0,0,0,1,202446,0.845,0.854,-5.897,0.197,0.0376,1.45e-05,0.343,0.636,102.008
0,"dance",1,0,0,0,1,181672,0.663,0.857,-4.844,0.0429,0.00163,0,0.0456,0.294,133.994
0,"dance",1,0,0,0,0,178057,0.528,0.823,-5.294,0.0407,0.0202,0,0.217,0.686,125.992
0,"dance",1,0,0,0,0,278480,0.59,0.724,-3.278,0.0439,0.04,4.07e-05,0.142,0.526,127.05
0,"dance",1,0,0,0,0,246813,0.524,0.807,-4.16,0.0579,0.00415,0.000834,0.212,0.62,124.127
0,"dance",1,0,0,0,0,246813,0.524,0.807,-4.16,0.0579,0.00415,0.000834,0.212,0.62,124.127
0,"dance",1,0,0,0,0,230746,0.569,0.695,-5.808,0.0423,0.00148,0.00221,0.376,0.506,125.098
0,"dance",1,0,0,0,0,246813,0.524,0.807,-4.16,0.0579,0.00415,0.000834,0.212,0.62,124.127
0,"dance",1,0,0,0,0,191248,0.402,0.755,-4.837,0.043,0.143,0,0.357,0.622,108.17
0,"dance",1,0,0,0,0,246813,0.524,0.807,-4.16,0.0579,0.00415,0.000834,0.212,0.62,124.127
2,"dance",1,0,0,0,0,204375,0.52,0.823,-5.152,0.0363,0.000364,0.289,0.14,0.158,127.981
0,"dance",1,0,0,0,0,208320,0.51,0.79,-3.782,0.0374,0.335,6.23e-05,0.316,0.637,127.946
0,"dance",1,0,0,0,0,246813,0.524,0.807,-4.16,0.0579,0.00415,0.000834,0.212,0.62,124.127
70,"dance",1,0,0,0,0,194080,0.662,0.586,-8.821,0.0307,0.097,0.00272,0.115,0.296,90
74,"dance",1,0,0,0,0,226973,0.637,0.713,-4.333,0.0747,0.181,0.000637,0.137,0.243,129.923
58,"dance",1,0,0,0,0,185351,0.608,0.798,-5.092,0.0432,0.0736,0,0.156,0.5,92.946
81,"dance",1,0,0,0,0,188453,0.858,0.678,-3.87,0.0469,0.0761,0,0.0741,0.922,117.009
